ID Customer,Zone,Country,Product,Sales Channel,Priority,Date Order,Order ID,Send Date,units, Unit Price, Unit Cost, Total Sales, Total Cost, Benefit
C9560,North America,Greenland,Soy,Online,Critical,9/17/2020,956021964,10/8/2020,6999,  255.28 € ,  159.42 € ,"  1,786,704.72 € ","  1,115,780.58 € ",  95.86 € 
C3493,Europe,Romania,Corn,Online,High,3/26/2020,349350488,4/19/2020,9428,  437.20 € ,  263.33 € ,"  4,121,921.60 € ","  2,482,675.24 € ",  173.87 € 
C4141,Asia,China,Corn,Online,High,2/26/2022,414122188,3/23/2022,6813,  437.20 € ,  263.33 € ,"  2,978,643.60 € ","  1,794,067.29 € ",  173.87 € 
C4300,Australia and Oceania,East Timor,Sunflower,Offline,Low,1/17/2021,430073392,2/5/2021,7129,  668.27 € ,  502.54 € ,"  4,764,096.83 € ","  3,582,607.66 € ",  165.73 € 
C6472,Europe,Albania,Lemon,Online,Medium,11/18/2021,647252929,12/28/2021,5380,  81.73 € ,  56.67 € ,"  439,707.40 € ","  304,884.60 € ",  25.06 € 
C9360,Asia,Laos,Orange,Offline,High,6/20/2021,936022126,7/24/2021,8602,  9.33 € ,  6.92 € ,"  80,256.66 € ","  59,525.84 € ",  2.41 € 
C3370,Africa,Central African Republic,Fish,Offline,Low,4/17/2021,337054812,5/24/2021,864,  651.21 € ,  524.96 € ,"  562,645.44 € ","  453,565.44 € ",  126.25 € 
C2113,Europe,Netherlands,Meat,Offline,Critical,5/24/2020,211337316,7/8/2020,8263,  421.89 € ,  364.69 € ,"  3,486,077.07 € ","  3,013,433.47 € ",  57.20 € 
C1901,Australia and Oceania,Solomon Islands,Flour,Offline,Medium,6/30/2022,190168464,8/15/2022,3929,  152.58 € ,  97.44 € ,"  599,486.82 € ","  382,841.76 € ",  55.14 € 
C4251,Africa,Seychelles ,Sorghum,Offline,Medium,4/16/2020,425159585,5/26/2020,3024,  109.28 € ,  35.84 € ,"  330,462.72 € ","  108,380.16 € ",  73.44 € 
C2382,Asia,Kazakhstan,Meat,Online,Low,8/7/2022,238234508,8/21/2022,7740,  421.89 € ,  364.69 € ,"  3,265,428.60 € ","  2,822,700.60 € ",  57.20 € 
C3716,Europe,Hungary,Corn,Offline,High,6/26/2021,371629559,7/16/2021,2300,  437.20 € ,  263.33 € ,"  1,005,560.00 € ","  605,659.00 € ",  173.87 € 
C7378,Asia,Laos,Soy,Offline,Low,4/13/2022,737893569,5/30/2022,7960,  255.28 € ,  159.42 € ,"  2,032,028.80 € ","  1,268,983.20 € ",  95.86 € 
C8698,Africa,Yemen,Sorghum,Online,Critical,2/25/2022,869887864,4/15/2022,8005,  109.28 € ,  35.84 € ,"  874,786.40 € ","  286,899.20 € ",  73.44 € 
C3707,Europe,Russia,Lemon,Offline,High,2/1/2020,370786273,2/16/2020,2753,  81.73 € ,  56.67 € ,"  225,002.69 € ","  156,012.51 € ",  25.06 € 
C2640,Asia,Philippines,Oatmeal,Offline,High,3/10/2021,264075124,3/11/2021,4552,  205.70 € ,  117.11 € ,"  936,346.40 € ","  533,084.72 € ",  88.59 € 
C7435,Australia and Oceania,Marshall Islands,Orange,Online,Low,12/22/2020,743553245,12/22/2020,2783,  9.33 € ,  6.92 € ,"  25,965.39 € ","  19,258.36 € ",  2.41 € 
C7233,Africa,Burkina Faso,Lemon,Online,Critical,1/24/2021,723331964,2/11/2021,8857,  81.73 € ,  56.67 € ,"  723,882.61 € ","  501,926.19 € ",  25.06 € 
C9878,Europe,Kosovo,Flour,Offline,Medium,1/23/2022,987835109,3/13/2022,1215,  152.58 € ,  97.44 € ,"  185,384.70 € ","  118,389.60 € ",  55.14 € 
C1417,Asia,North Korea,Fish,Offline,High,2/7/2022,141799008,3/28/2022,333,  651.21 € ,  524.96 € ,"  216,852.93 € ","  174,811.68 € ",  126.25 € 
C4602,Asia,Bhutan,Flour,Online,High,3/1/2021,460272490,3/16/2021,3713,  152.58 € ,  97.44 € ,"  566,529.54 € ","  361,794.72 € ",  55.14 € 
C2386,Europe,Switzerland,Fish,Offline,Medium,6/25/2022,238616883,7/2/2022,893,  651.21 € ,  524.96 € ,"  581,530.53 € ","  468,789.28 € ",  126.25 € 
C5425,Africa,Libya,Lemon,Offline,High,7/17/2022,542506015,8/7/2022,8440,  81.73 € ,  56.67 € ,"  689,801.20 € ","  478,294.80 € ",  25.06 € 
C2579,Central America and Caribbean,Honduras,Rice,Online,High,2/4/2021,257926213,2/23/2021,4953,  154.06 € ,  90.93 € ,"  763,059.18 € ","  450,376.29 € ",  63.13 € 
C1411,Africa,Benin,Soy,Online,Medium,8/2/2022,141176307,9/20/2022,6061,  255.28 € ,  159.42 € ,"  1,547,252.08 € ","  966,244.62 € ",  95.86 € 
C5688,Africa,Egypt,Meat,Online,Medium,5/31/2020,568867623,6/22/2020,9426,  421.89 € ,  364.69 € ,"  3,976,735.14 € ","  3,437,567.94 € ",  57.20 € 
C1879,Europe,Cyprus,Came,Online,Medium,4/5/2021,187923991,5/17/2021,9740,  47.45 € ,  31.79 € ,"  462,163.00 € ","  309,634.60 € ",  15.66 € 
C8655,Africa,Morocco,Oatmeal,Online,High,10/4/2020,865581738,10/23/2020,3726,  205.70 € ,  117.11 € ,"  766,438.20 € ","  436,351.86 € ",  88.59 € 
C9393,Europe,Estonia,Came,Offline,High,2/8/2022,939389693,2/15/2022,5140,  47.45 € ,  31.79 € ,"  243,893.00 € ","  163,400.60 € ",  15.66 € 
C1672,Asia,South Korea,Soy,Online,Critical,4/24/2020,167209184,5/16/2020,9768,  255.28 € ,  159.42 € ,"  2,493,575.04 € ","  1,557,214.56 € ",  95.86 € 
C1772,Asia,Vietnam,Corn,Online,Medium,10/20/2020,177214038,11/6/2020,427,  437.20 € ,  263.33 € ,"  186,684.40 € ","  112,441.91 € ",  173.87 € 
C4178,Africa,Syria,Flour,Offline,High,10/29/2020,417890584,11/6/2020,1965,  152.58 € ,  97.44 € ,"  299,819.70 € ","  191,469.60 € ",  55.14 € 
C4080,Europe,Luxembourg,Sorghum,Online,Low,4/27/2022,408037650,4/27/2022,6263,  109.28 € ,  35.84 € ,"  684,420.64 € ","  224,465.92 € ",  73.44 € 
C1867,Central America and Caribbean,Cuba,Corn,Online,High,11/28/2021,186766564,12/12/2021,7232,  437.20 € ,  263.33 € ,"  3,161,830.40 € ","  1,904,402.56 € ",  173.87 € 
C7635,Asia,Maldives,Meat,Offline,High,11/27/2020,763501155,12/2/2020,5813,  421.89 € ,  364.69 € ,"  2,452,446.57 € ","  2,119,942.97 € ",  57.20 € 
C9679,Asia,Taiwan,Came,Online,Medium,1/10/2021,967977750,2/22/2021,4982,  47.45 € ,  31.79 € ,"  236,395.90 € ","  158,377.78 € ",  15.66 € 
C6002,Europe,Bosnia and Herzegovina,Flour,Offline,Critical,2/7/2020,600245177,3/14/2020,4742,  152.58 € ,  97.44 € ,"  723,534.36 € ","  462,060.48 € ",  55.14 € 
C8806,Africa,Afghanistan,Corn,Offline,Low,1/28/2022,880664765,2/3/2022,7129,  437.20 € ,  263.33 € ,"  3,116,798.80 € ","  1,877,279.57 € ",  173.87 € 
C3999,North America,Canada,Oatmeal,Online,Medium,4/20/2021,399910342,5/4/2021,1212,  205.70 € ,  117.11 € ,"  249,308.40 € ","  141,937.32 € ",  88.59 € 
C9689,Africa,Qatar,Meat,Offline,Medium,2/4/2021,968968236,3/8/2021,8088,  421.89 € ,  364.69 € ,"  3,412,246.32 € ","  2,949,612.72 € ",  57.20 € 
C8691,Europe,Malta,Rice,Offline,Low,11/24/2020,869137275,12/15/2020,5889,  154.06 € ,  90.93 € ,"  907,259.34 € ","  535,486.77 € ",  63.13 € 
C7020,Africa,Bahrain,Rice,Online,Critical,7/19/2020,702028787,7/25/2020,4773,  154.06 € ,  90.93 € ,"  735,328.38 € ","  434,008.89 € ",  63.13 € 
C2395,Africa,Zambia,Orange,Offline,Low,9/19/2021,239566600,9/20/2021,1935,  9.33 € ,  6.92 € ,"  18,053.55 € ","  13,390.20 € ",  2.41 € 
C6739,Asia,Bangladesh,Sorghum,Online,Critical,10/5/2020,673987042,11/7/2020,6598,  109.28 € ,  35.84 € ,"  721,029.44 € ","  236,472.32 € ",  73.44 € 
C5678,Africa,Egypt,Meat,Offline,Medium,8/1/2021,567838943,8/14/2021,5017,  421.89 € ,  364.69 € ,"  2,116,622.13 € ","  1,829,649.73 € ",  57.20 € 
C8039,Asia,Japan,Sorghum,Online,Critical,10/9/2022,803983628,11/1/2022,5477,  109.28 € ,  35.84 € ,"  598,526.56 € ","  196,295.68 € ",  73.44 € 
C5355,Central America and Caribbean,Jamaica,Corn,Offline,Medium,11/21/2021,535594928,12/17/2021,3296,  437.20 € ,  263.33 € ,"  1,441,011.20 € ","  867,935.68 € ",  173.87 € 
C3361,Africa,Namibia,Soy,Online,Medium,8/14/2022,336159169,8/17/2022,5823,  255.28 € ,  159.42 € ,"  1,486,495.44 € ","  928,302.66 € ",  95.86 € 
C8494,Australia and Oceania,Federated States of Micronesia,Meat,Offline,Critical,11/21/2021,849475181,12/12/2021,7438,  421.89 € ,  364.69 € ,"  3,138,017.82 € ","  2,712,564.22 € ",  57.20 € 
C5396,Africa,Iran,Sorghum,Offline,Medium,10/6/2022,539654290,10/18/2022,4552,  109.28 € ,  35.84 € ,"  497,442.56 € ","  163,143.68 € ",  73.44 € 
C6411,Asia,Malaysia,Oatmeal,Online,High,7/20/2021,641120326,9/3/2021,606,  205.70 € ,  117.11 € ,"  124,654.20 € ","  70,968.66 € ",  88.59 € 
C2086,Asia,Tajikistan,Rice,Offline,Critical,9/4/2020,208609616,9/5/2020,1076,  154.06 € ,  90.93 € ,"  165,768.56 € ","  97,840.68 € ",  63.13 € 
C1671,Africa,Iran,Meat,Offline,High,7/20/2021,167170989,7/22/2021,8465,  421.89 € ,  364.69 € ,"  3,571,298.85 € ","  3,087,100.85 € ",  57.20 € 
C1621,Australia and Oceania,Samoa ,Meat,Online,Critical,4/3/2020,162165772,5/6/2020,7311,  421.89 € ,  364.69 € ,"  3,084,437.79 € ","  2,666,248.59 € ",  57.20 € 
C8092,Africa,Botswana,Corn,Online,Critical,6/5/2020,809267795,6/20/2020,9179,  437.20 € ,  263.33 € ,"  4,013,058.80 € ","  2,417,106.07 € ",  173.87 € 
C5444,Europe,Austria,Soy,Online,Critical,5/22/2020,544463384,6/25/2020,7669,  255.28 € ,  159.42 € ,"  1,957,742.32 € ","  1,222,591.98 € ",  95.86 € 
C5740,Africa,Syria,Came,Online,High,4/17/2020,574051368,5/1/2020,3411,  47.45 € ,  31.79 € ,"  161,851.95 € ","  108,435.69 € ",  15.66 € 
C8246,Africa,Senegal,Orange,Online,Critical,9/10/2020,824643075,10/23/2020,9066,  9.33 € ,  6.92 € ,"  84,585.78 € ","  62,736.72 € ",  2.41 € 
C3931,Africa,Mauritius ,Lemon,Offline,Medium,2/11/2021,393162333,3/29/2021,4326,  81.73 € ,  56.67 € ,"  353,563.98 € ","  245,154.42 € ",  25.06 € 
C6968,Africa,Cote d'Ivoire,Orange,Online,High,6/28/2021,696845471,7/8/2021,915,  9.33 € ,  6.92 € ,"  8,536.95 € ","  6,331.80 € ",  2.41 € 
C5232,Central America and Caribbean,Belize,Sorghum,Offline,High,9/18/2020,523241317,10/3/2020,7588,  109.28 € ,  35.84 € ,"  829,216.64 € ","  271,953.92 € ",  73.44 € 
C9802,Africa,Morocco,Oatmeal,Offline,Low,12/15/2020,980211198,12/15/2020,5131,  205.70 € ,  117.11 € ,"  1,055,446.70 € ","  600,891.41 € ",  88.59 € 
C5459,Australia and Oceania,Australia,Sunflower,Online,Low,6/27/2020,545928943,8/10/2020,1361,  668.27 € ,  502.54 € ,"  909,515.47 € ","  683,956.94 € ",  165.73 € 
C9188,Africa,Senegal,Rice,Online,Low,11/5/2020,918880879,12/13/2020,6127,  154.06 € ,  90.93 € ,"  943,925.62 € ","  557,128.11 € ",  63.13 € 
C2678,Central America and Caribbean,Antigua and Barbuda ,Rice,Offline,High,7/18/2022,267865836,7/30/2022,6308,  154.06 € ,  90.93 € ,"  971,810.48 € ","  573,586.44 € ",  63.13 € 
C8819,Europe,Poland,Fish,Online,High,10/8/2020,881995141,10/20/2020,817,  651.21 € ,  524.96 € ,"  532,038.57 € ","  428,892.32 € ",  126.25 € 
C6206,Europe,Kosovo,Lemon,Online,Critical,2/17/2021,620692622,3/6/2021,5595,  81.73 € ,  56.67 € ,"  457,279.35 € ","  317,068.65 € ",  25.06 € 
C5636,Asia,Malaysia,Meat,Online,Medium,1/19/2021,563694608,2/11/2021,8616,  421.89 € ,  364.69 € ,"  3,635,004.24 € ","  3,142,169.04 € ",  57.20 € 
C9610,Central America and Caribbean,Guatemala,Came,Online,High,8/26/2022,961049926,9/9/2022,4885,  47.45 € ,  31.79 € ,"  231,793.25 € ","  155,294.15 € ",  15.66 € 
C7831,Australia and Oceania,Vanuatu,Fish,Online,Low,9/24/2022,783119904,10/30/2022,1437,  651.21 € ,  524.96 € ,"  935,788.77 € ","  754,367.52 € ",  126.25 € 
C8705,Central America and Caribbean,Nicaragua,Lemon,Online,High,10/13/2022,870578372,11/6/2022,2341,  81.73 € ,  56.67 € ,"  191,329.93 € ","  132,664.47 € ",  25.06 € 
C7844,Africa,Lesotho,Flour,Offline,Medium,11/3/2021,784411656,11/29/2021,3695,  152.58 € ,  97.44 € ,"  563,783.10 € ","  360,040.80 € ",  55.14 € 
C1559,Asia,Turkmenistan,Sunflower,Offline,Critical,10/10/2020,155918586,11/7/2020,8629,  668.27 € ,  502.54 € ,"  5,766,501.83 € ","  4,336,417.66 € ",  165.73 € 
C9367,Africa,Saudi Arabia,Corn,Offline,Critical,11/7/2020,936710488,12/8/2020,2304,  437.20 € ,  263.33 € ,"  1,007,308.80 € ","  606,712.32 € ",  173.87 € 
C6487,Asia,Japan,Flour,Online,Medium,4/24/2022,648711192,5/16/2022,6912,  152.58 € ,  97.44 € ,"  1,054,632.96 € ","  673,505.28 € ",  55.14 € 
C9341,Europe,Latvia,Sunflower,Online,Critical,2/1/2020,934157025,2/3/2020,6678,  668.27 € ,  502.54 € ,"  4,462,707.06 € ","  3,355,962.12 € ",  165.73 € 
C8055,North America,Greenland,Sorghum,Online,Critical,5/11/2022,805596816,5/23/2022,2855,  109.28 € ,  35.84 € ,"  311,994.40 € ","  102,323.20 € ",  73.44 € 
C6958,Central America and Caribbean,Costa Rica,Oatmeal,Online,High,7/30/2020,695891892,8/3/2020,8730,  205.70 € ,  117.11 € ,"  1,795,761.00 € ","  1,022,370.30 € ",  88.59 € 
C2082,Asia,Japan,Lemon,Offline,Low,4/24/2022,208216083,5/13/2022,4621,  81.73 € ,  56.67 € ,"  377,674.33 € ","  261,872.07 € ",  25.06 € 
C3660,Europe,Cyprus,Oatmeal,Offline,Critical,3/25/2021,366055715,4/5/2021,2875,  205.70 € ,  117.11 € ,"  591,387.50 € ","  336,691.25 € ",  88.59 € 
C4632,Africa,Pakistan,Meat,Online,Low,6/3/2021,463209617,6/27/2021,2874,  421.89 € ,  364.69 € ,"  1,212,511.86 € ","  1,048,119.06 € ",  57.20 € 
C3137,Europe,Monaco,Corn,Online,Medium,8/25/2021,313789117,9/7/2021,6028,  437.20 € ,  263.33 € ,"  2,635,441.60 € ","  1,587,353.24 € ",  173.87 € 
C7022,Asia,China,Oatmeal,Offline,Critical,7/6/2022,702218043,7/29/2022,779,  205.70 € ,  117.11 € ,"  160,240.30 € ","  91,228.69 € ",  88.59 € 
C2332,Australia and Oceania,New Zealand,Meat,Online,High,2/26/2022,233232724,3/8/2022,7601,  421.89 € ,  364.69 € ,"  3,206,785.89 € ","  2,772,008.69 € ",  57.20 € 
C2818,Central America and Caribbean,Guatemala,Soy,Offline,Low,7/20/2020,281881988,8/11/2020,3999,  255.28 € ,  159.42 € ,"  1,020,864.72 € ","  637,520.58 € ",  95.86 € 
C9435,Africa,Libya,Flour,Online,Medium,12/6/2020,943527162,12/22/2020,9509,  152.58 € ,  97.44 € ,"  1,450,883.22 € ","  926,556.96 € ",  55.14 € 
C5838,Europe,Liechtenstein,Meat,Offline,Medium,8/24/2022,583842074,10/4/2022,699,  421.89 € ,  364.69 € ,"  294,901.11 € ","  254,918.31 € ",  57.20 € 
C7888,Africa,Democratic Republic of the Congo,Soy,Online,High,8/3/2022,788813054,8/9/2022,6167,  255.28 € ,  159.42 € ,"  1,574,311.76 € ","  983,143.14 € ",  95.86 € 
C5147,Asia,Mongolia,Lemon,Online,Critical,5/4/2022,514738929,5/16/2022,1543,  81.73 € ,  56.67 € ,"  126,109.39 € ","  87,441.81 € ",  25.06 € 
C1382,Europe,Bosnia and Herzegovina,Orange,Offline,Medium,1/7/2021,138231027,1/28/2021,4487,  9.33 € ,  6.92 € ,"  41,863.71 € ","  31,050.04 € ",  2.41 € 
C1062,Central America and Caribbean,Cuba,Oatmeal,Online,Critical,6/13/2022,106213176,7/15/2022,9694,  205.70 € ,  117.11 € ,"  1,994,055.80 € ","  1,135,264.34 € ",  88.59 € 
C4859,Asia,Bhutan,Flour,Offline,Medium,4/6/2022,485921704,4/15/2022,3885,  152.58 € ,  97.44 € ,"  592,773.30 € ","  378,554.40 € ",  55.14 € 
C5149,Asia,Laos,Fish,Online,High,10/18/2020,514905440,10/22/2020,817,  651.21 € ,  524.96 € ,"  532,038.57 € ","  428,892.32 € ",  126.25 € 
C8510,Asia,Turkmenistan,Lemon,Online,Low,8/23/2021,851025712,9/27/2021,6275,  81.73 € ,  56.67 € ,"  512,855.75 € ","  355,604.25 € ",  25.06 € 
C4224,Australia and Oceania,Papua New Guinea,Soy,Offline,Low,8/24/2021,422456347,8/26/2021,3076,  255.28 € ,  159.42 € ,"  785,241.28 € ","  490,375.92 € ",  95.86 € 
C4776,Africa,Qatar,Corn,Offline,High,11/29/2020,477683675,12/23/2020,6069,  437.20 € ,  263.33 € ,"  2,653,366.80 € ","  1,598,149.77 € ",  173.87 € 
C5355,Australia and Oceania,Palau,Sorghum,Online,Low,5/19/2021,535506522,5/25/2021,7135,  109.28 € ,  35.84 € ,"  779,712.80 € ","  255,718.40 € ",  73.44 € 
C6350,Asia,Philippines,Oatmeal,Online,Low,7/15/2022,635036218,7/31/2022,184,  205.70 € ,  117.11 € ,"  37,848.80 € ","  21,548.24 € ",  88.59 € 
C8856,Australia and Oceania,Papua New Guinea,Meat,Offline,Low,10/31/2022,885696589,11/11/2022,6158,  421.89 € ,  364.69 € ,"  2,597,998.62 € ","  2,245,761.02 € ",  57.20 € 
C1172,Africa,Liberia,Rice,Offline,Low,2/14/2021,117223966,2/25/2021,8031,  154.06 € ,  90.93 € ,"  1,237,255.86 € ","  730,258.83 € ",  63.13 € 
C8296,Africa,Iran,Sorghum,Offline,High,12/16/2020,829667174,1/9/2021,5809,  109.28 € ,  35.84 € ,"  634,807.52 € ","  208,194.56 € ",  73.44 € 
C6433,Central America and Caribbean,Guatemala,Came,Offline,Critical,7/28/2020,643387544,8/20/2020,1527,  47.45 € ,  31.79 € ,"  72,456.15 € ","  48,543.33 € ",  15.66 € 
C8490,Australia and Oceania,Tuvalu,Flour,Offline,Low,1/9/2020,849058902,1/25/2020,4252,  152.58 € ,  97.44 € ,"  648,770.16 € ","  414,314.88 € ",  55.14 € 
C5576,Asia,Philippines,Fish,Offline,Low,8/19/2022,557667577,9/15/2022,5083,  651.21 € ,  524.96 € ,"  3,310,100.43 € ","  2,668,371.68 € ",  126.25 € 
C7505,Asia,Singapore,Sorghum,Offline,Critical,2/15/2022,750512397,3/4/2022,2151,  109.28 € ,  35.84 € ,"  235,061.28 € ","  77,091.84 € ",  73.44 € 
C2292,Asia,Laos,Rice,Online,Medium,3/13/2021,229204690,3/25/2021,5616,  154.06 € ,  90.93 € ,"  865,200.96 € ","  510,662.88 € ",  63.13 € 
C5656,Europe,Montenegro,Orange,Offline,High,7/10/2021,565668284,8/3/2021,2671,  9.33 € ,  6.92 € ,"  24,920.43 € ","  18,483.32 € ",  2.41 € 
C2521,Central America and Caribbean,Barbados,Flour,Offline,Medium,4/23/2022,252139508,5/23/2022,2538,  152.58 € ,  97.44 € ,"  387,248.04 € ","  247,302.72 € ",  55.14 € 
C5511,Africa,Egypt,Flour,Offline,High,10/1/2021,551167190,11/13/2021,1474,  152.58 € ,  97.44 € ,"  224,902.92 € ","  143,626.56 € ",  55.14 € 
C5456,Africa,Sudan,Sunflower,Offline,Critical,4/16/2021,545612657,5/29/2021,7765,  668.27 € ,  502.54 € ,"  5,189,116.55 € ","  3,902,223.10 € ",  165.73 € 
C2886,Africa,Democratic Republic of the Congo,Flour,Offline,Low,5/7/2021,288649737,6/20/2021,6727,  152.58 € ,  97.44 € ,"  1,026,405.66 € ","  655,478.88 € ",  55.14 € 
C3537,Central America and Caribbean,Cuba,Lemon,Online,Low,9/30/2022,353764760,10/27/2022,5709,  81.73 € ,  56.67 € ,"  466,596.57 € ","  323,529.03 € ",  25.06 € 
C4847,Africa,Ghana,Orange,Offline,Medium,6/5/2022,484756553,6/14/2022,9091,  9.33 € ,  6.92 € ,"  84,819.03 € ","  62,909.72 € ",  2.41 € 
C9457,Europe,Poland,Came,Online,Medium,7/30/2020,945736443,8/20/2020,3285,  47.45 € ,  31.79 € ,"  155,873.25 € ","  104,430.15 € ",  15.66 € 
C2711,Africa,Saudi Arabia,Came,Offline,Low,2/2/2022,271128261,3/7/2022,1732,  47.45 € ,  31.79 € ,"  82,183.40 € ","  55,060.28 € ",  15.66 € 
C2156,Central America and Caribbean,Barbados,Soy,Offline,Low,10/26/2020,215668332,11/21/2020,9907,  255.28 € ,  159.42 € ,"  2,529,058.96 € ","  1,579,373.94 € ",  95.86 € 
C8044,Europe,Bosnia and Herzegovina,Orange,Online,High,1/9/2021,804405486,2/1/2021,314,  9.33 € ,  6.92 € ,"  2,929.62 € ","  2,172.88 € ",  2.41 € 
C7827,Africa,Lebanon,Meat,Online,Medium,8/26/2021,782701051,9/1/2021,7489,  421.89 € ,  364.69 € ,"  3,159,534.21 € ","  2,731,163.41 € ",  57.20 € 
C7662,Europe,Latvia,Sunflower,Offline,Critical,8/15/2020,766228854,10/3/2020,3000,  668.27 € ,  502.54 € ,"  2,004,810.00 € ","  1,507,620.00 € ",  165.73 € 
C9909,Australia and Oceania,Australia,Orange,Online,Medium,12/21/2021,990975224,1/27/2022,445,  9.33 € ,  6.92 € ,"  4,151.85 € ","  3,079.40 € ",  2.41 € 
C8632,Africa,Jordan,Oatmeal,Online,Medium,2/20/2020,863238990,4/3/2020,455,  205.70 € ,  117.11 € ,"  93,593.50 € ","  53,285.05 € ",  88.59 € 
C3096,Europe,United Kingdom,Lemon,Offline,Medium,5/22/2021,309631478,5/27/2021,5690,  81.73 € ,  56.67 € ,"  465,043.70 € ","  322,452.30 € ",  25.06 € 
C2270,Central America and Caribbean,Haiti,Rice,Offline,Low,5/24/2022,227076518,7/13/2022,5843,  154.06 € ,  90.93 € ,"  900,172.58 € ","  531,303.99 € ",  63.13 € 
C2328,Asia,South Korea,Lemon,Online,Critical,3/23/2020,232810437,4/6/2020,2637,  81.73 € ,  56.67 € ,"  215,522.01 € ","  149,438.79 € ",  25.06 € 
C9143,Africa,Niger,Came,Online,Critical,5/10/2022,914382064,6/6/2022,4827,  47.45 € ,  31.79 € ,"  229,041.15 € ","  153,450.33 € ",  15.66 € 
C6796,Africa,Mozambique,Rice,Online,Critical,5/17/2022,679652726,6/13/2022,3200,  154.06 € ,  90.93 € ,"  492,992.00 € ","  290,976.00 € ",  63.13 € 
C7067,Europe,Armenia,Oatmeal,Online,Low,6/2/2021,706796252,7/16/2021,5572,  205.70 € ,  117.11 € ,"  1,146,160.40 € ","  652,536.92 € ",  88.59 € 
C8942,Europe,Iceland,Orange,Online,Medium,1/8/2021,894298970,1/26/2021,1793,  9.33 € ,  6.92 € ,"  16,728.69 € ","  12,407.56 € ",  2.41 € 
C3109,Central America and Caribbean,Panama,Came,Online,Low,9/10/2021,310959708,10/12/2021,8743,  47.45 € ,  31.79 € ,"  414,855.35 € ","  277,939.97 € ",  15.66 € 
C3458,Europe,Switzerland,Came,Offline,Low,6/27/2021,345889794,7/25/2021,5331,  47.45 € ,  31.79 € ,"  252,955.95 € ","  169,472.49 € ",  15.66 € 
C6585,Africa,Mauritius ,Orange,Online,High,4/15/2020,658513057,5/23/2020,7502,  9.33 € ,  6.92 € ,"  69,993.66 € ","  51,913.84 € ",  2.41 € 
C5285,Europe,Andorra,Fish,Online,Medium,3/28/2021,528565824,4/3/2021,3228,  651.21 € ,  524.96 € ,"  2,102,105.88 € ","  1,694,570.88 € ",  126.25 € 
C2060,Asia,Bangladesh,Fish,Online,High,9/28/2020,206096923,10/15/2020,7514,  651.21 € ,  524.96 € ,"  4,893,191.94 € ","  3,944,549.44 € ",  126.25 € 
C4614,Australia and Oceania,Tonga,Sorghum,Online,Low,4/25/2021,461467683,5/11/2021,7397,  109.28 € ,  35.84 € ,"  808,344.16 € ","  265,108.48 € ",  73.44 € 
C3353,Central America and Caribbean,Jamaica,Came,Online,High,8/4/2021,335351932,9/13/2021,6944,  47.45 € ,  31.79 € ,"  329,492.80 € ","  220,749.76 € ",  15.66 € 
C2887,Africa,Israel,Rice,Online,Medium,8/10/2020,288735997,9/14/2020,2253,  154.06 € ,  90.93 € ,"  347,097.18 € ","  204,865.29 € ",  63.13 € 
C8529,Europe,France,Lemon,Offline,Critical,2/3/2022,852918708,3/14/2022,6454,  81.73 € ,  56.67 € ,"  527,485.42 € ","  365,748.18 € ",  25.06 € 
C3795,Africa,Benin,Flour,Offline,Critical,8/3/2021,379511392,8/3/2021,4709,  152.58 € ,  97.44 € ,"  718,499.22 € ","  458,844.96 € ",  55.14 € 
C8904,Asia,Philippines,Rice,Offline,Medium,3/16/2022,890437877,3/24/2022,9210,  154.06 € ,  90.93 € ,"  1,418,892.60 € ","  837,465.30 € ",  63.13 € 
C4279,Europe,Slovakia,Orange,Offline,High,9/21/2021,427934491,10/4/2021,4180,  9.33 € ,  6.92 € ,"  38,999.40 € ","  28,925.60 € ",  2.41 € 
C7045,Asia,Laos,Sunflower,Offline,High,8/13/2022,704550063,8/18/2022,875,  668.27 € ,  502.54 € ,"  584,736.25 € ","  439,722.50 € ",  165.73 € 
C3531,Australia and Oceania,Nauru,Meat,Online,Critical,1/16/2022,353145921,2/23/2022,2580,  421.89 € ,  364.69 € ,"  1,088,476.20 € ","  940,900.20 € ",  57.20 € 
C7768,Africa,Benin,Flour,Online,Medium,11/9/2021,776895892,11/9/2021,9614,  152.58 € ,  97.44 € ,"  1,466,904.12 € ","  936,788.16 € ",  55.14 € 
C2992,Central America and Caribbean,Guatemala,Rice,Online,Critical,6/14/2021,299286305,8/3/2021,4323,  154.06 € ,  90.93 € ,"  666,001.38 € ","  393,090.39 € ",  63.13 € 
C9141,Central America and Caribbean,Belize,Flour,Online,High,1/17/2022,914115989,2/12/2022,6090,  152.58 € ,  97.44 € ,"  929,212.20 € ","  593,409.60 € ",  55.14 € 
C6354,Africa,Tunisia ,Soy,Offline,Critical,5/30/2022,635496270,7/5/2022,6323,  255.28 € ,  159.42 € ,"  1,614,135.44 € ","  1,008,012.66 € ",  95.86 € 
C2478,Africa,Republic of the Congo,Meat,Offline,High,4/13/2020,247850978,5/8/2020,3467,  421.89 € ,  364.69 € ,"  1,462,692.63 € ","  1,264,380.23 € ",  57.20 € 
C1559,Australia and Oceania,Kiribati,Sorghum,Offline,Low,5/21/2022,155916440,7/10/2022,7994,  109.28 € ,  35.84 € ,"  873,584.32 € ","  286,504.96 € ",  73.44 € 
C8347,Europe,Albania,Rice,Offline,Low,2/11/2020,834741485,2/17/2020,7410,  154.06 € ,  90.93 € ,"  1,141,584.60 € ","  673,791.30 € ",  63.13 € 
